answer,distance,model,run
N,2,gemini-2.5-flash,0
N,2,gemini-2.5-flash,1
N,2,gemini-2.5-flash,2
N,2,gemini-2.5-flash,3
N,2,gemini-2.5-flash,4
N,2,gemini-2.5-flash,5
N,2,gemini-2.5-flash,6
N,2,gemini-2.5-flash,7
N,2,gemini-2.5-flash,8
N,2,gemini-2.5-flash,9
N,2,gemini-2.5-flash,10
N,2,gemini-2.5-flash,11
N,2,gemini-2.5-flash,12
N,2,gemini-2.5-flash,13
N,2,gemini-2.5-flash,14
N,2,gemini-2.5-flash,15
N,2,gemini-2.5-flash,16
N,2,gemini-2.5-flash,17
N,2,gemini-2.5-flash,18
N,2,gemini-2.5-flash,19
N,2,gemini-2.5-flash,20
N,2,gemini-2.5-flash,21
N,2,gemini-2.5-flash,22
N,2,gemini-2.5-flash,23
N,2,gemini-2.5-flash,24
N,2,gemini-2.5-flash,25
N,2,gemini-2.5-flash,26
N,2,gemini-2.5-flash,27
N,2,gemini-2.5-flash,28
N,2,gemini-2.5-flash,29
N,4,gemini-2.5-flash,0
N,4,gemini-2.5-flash,1
N,4,gemini-2.5-flash,2
N,4,gemini-2.5-flash,3
N,4,gemini-2.5-flash,4
N,4,gemini-2.5-flash,5
N,4,gemini-2.5-flash,6
N,4,gemini-2.5-flash,7
N,4,gemini-2.5-flash,8
N,4,gemini-2.5-flash,9
N,4,gemini-2.5-flash,10
N,4,gemini-2.5-flash,11
N,4,gemini-2.5-flash,12
N,4,gemini-2.5-flash,13
N,4,gemini-2.5-flash,14
N,4,gemini-2.5-flash,15
N,4,gemini-2.5-flash,16
N,4,gemini-2.5-flash,17
N,4,gemini-2.5-flash,18
N,4,gemini-2.5-flash,19
N,4,gemini-2.5-flash,20
N,4,gemini-2.5-flash,21
N,4,gemini-2.5-flash,22
N,4,gemini-2.5-flash,23
N,4,gemini-2.5-flash,24
N,4,gemini-2.5-flash,25
N,4,gemini-2.5-flash,26
N,4,gemini-2.5-flash,27
N,4,gemini-2.5-flash,28
N,4,gemini-2.5-flash,29
N,6,gemini-2.5-flash,0
N,6,gemini-2.5-flash,1
N,6,gemini-2.5-flash,2
N,6,gemini-2.5-flash,3
N,6,gemini-2.5-flash,4
N,6,gemini-2.5-flash,5
N,6,gemini-2.5-flash,6
N,6,gemini-2.5-flash,7
N,6,gemini-2.5-flash,8
N,6,gemini-2.5-flash,9
N,6,gemini-2.5-flash,10
N,6,gemini-2.5-flash,11
N,6,gemini-2.5-flash,12
N,6,gemini-2.5-flash,13
N,6,gemini-2.5-flash,14
N,6,gemini-2.5-flash,15
N,6,gemini-2.5-flash,16
N,6,gemini-2.5-flash,17
N,6,gemini-2.5-flash,18
N,6,gemini-2.5-flash,19
N,6,gemini-2.5-flash,20
N,6,gemini-2.5-flash,21
N,6,gemini-2.5-flash,22
N,6,gemini-2.5-flash,23
N,6,gemini-2.5-flash,24
N,6,gemini-2.5-flash,25
N,6,gemini-2.5-flash,26
N,6,gemini-2.5-flash,27
N,6,gemini-2.5-flash,28
N,6,gemini-2.5-flash,29
N,8,gemini-2.5-flash,0
N,8,gemini-2.5-flash,1
N,8,gemini-2.5-flash,2
N,8,gemini-2.5-flash,3
N,8,gemini-2.5-flash,4
N,8,gemini-2.5-flash,5
N,8,gemini-2.5-flash,6
N,8,gemini-2.5-flash,7
N,8,gemini-2.5-flash,8
N,8,gemini-2.5-flash,9
N,8,gemini-2.5-flash,10
N,8,gemini-2.5-flash,11
N,8,gemini-2.5-flash,12
N,8,gemini-2.5-flash,13
N,8,gemini-2.5-flash,14
N,8,gemini-2.5-flash,15
N,8,gemini-2.5-flash,16
N,8,gemini-2.5-flash,17
N,8,gemini-2.5-flash,18
N,8,gemini-2.5-flash,19
N,8,gemini-2.5-flash,20
N,8,gemini-2.5-flash,21
N,8,gemini-2.5-flash,22
N,8,gemini-2.5-flash,23
N,8,gemini-2.5-flash,24
N,8,gemini-2.5-flash,25
N,8,gemini-2.5-flash,26
N,8,gemini-2.5-flash,27
N,8,gemini-2.5-flash,28
N,8,gemini-2.5-flash,29
N,10,gemini-2.5-flash,0
N,10,gemini-2.5-flash,1
N,10,gemini-2.5-flash,2
N,10,gemini-2.5-flash,3
N,10,gemini-2.5-flash,4
N,10,gemini-2.5-flash,5
N,10,gemini-2.5-flash,6
N,10,gemini-2.5-flash,7
N,10,gemini-2.5-flash,8
N,10,gemini-2.5-flash,9
N,10,gemini-2.5-flash,10
N,10,gemini-2.5-flash,11
N,10,gemini-2.5-flash,12
N,10,gemini-2.5-flash,13
N,10,gemini-2.5-flash,14
N,10,gemini-2.5-flash,15
N,10,gemini-2.5-flash,16
N,10,gemini-2.5-flash,17
N,10,gemini-2.5-flash,18
N,10,gemini-2.5-flash,19
N,10,gemini-2.5-flash,20
N,10,gemini-2.5-flash,21
N,10,gemini-2.5-flash,22
N,10,gemini-2.5-flash,23
N,10,gemini-2.5-flash,24
N,10,gemini-2.5-flash,25
N,10,gemini-2.5-flash,26
N,10,gemini-2.5-flash,27
N,10,gemini-2.5-flash,28
N,10,gemini-2.5-flash,29
N,12,gemini-2.5-flash,0
N,12,gemini-2.5-flash,1
N,12,gemini-2.5-flash,2
N,12,gemini-2.5-flash,3
N,12,gemini-2.5-flash,4
N,12,gemini-2.5-flash,5
N,12,gemini-2.5-flash,6
N,12,gemini-2.5-flash,7
N,12,gemini-2.5-flash,8
N,12,gemini-2.5-flash,9
N,12,gemini-2.5-flash,10
N,12,gemini-2.5-flash,11
N,12,gemini-2.5-flash,12
N,12,gemini-2.5-flash,13
N,12,gemini-2.5-flash,14
N,12,gemini-2.5-flash,15
N,12,gemini-2.5-flash,16
N,12,gemini-2.5-flash,17
N,12,gemini-2.5-flash,18
N,12,gemini-2.5-flash,19
N,12,gemini-2.5-flash,20
N,12,gemini-2.5-flash,21
N,12,gemini-2.5-flash,22
N,12,gemini-2.5-flash,23
N,12,gemini-2.5-flash,24
N,12,gemini-2.5-flash,25
N,12,gemini-2.5-flash,26
N,12,gemini-2.5-flash,27
N,12,gemini-2.5-flash,28
N,12,gemini-2.5-flash,29
N,14,gemini-2.5-flash,0
N,14,gemini-2.5-flash,1
N,14,gemini-2.5-flash,2
N,14,gemini-2.5-flash,3
N,14,gemini-2.5-flash,4
N,14,gemini-2.5-flash,5
N,14,gemini-2.5-flash,6
N,14,gemini-2.5-flash,7
N,14,gemini-2.5-flash,8
N,14,gemini-2.5-flash,9
N,14,gemini-2.5-flash,10
N,14,gemini-2.5-flash,11
N,14,gemini-2.5-flash,12
N,14,gemini-2.5-flash,13
N,14,gemini-2.5-flash,14
N,14,gemini-2.5-flash,15
N,14,gemini-2.5-flash,16
N,14,gemini-2.5-flash,17
N,14,gemini-2.5-flash,18
N,14,gemini-2.5-flash,19
N,14,gemini-2.5-flash,20
N,14,gemini-2.5-flash,21
N,14,gemini-2.5-flash,22
N,14,gemini-2.5-flash,23
N,14,gemini-2.5-flash,24
N,14,gemini-2.5-flash,25
N,14,gemini-2.5-flash,26
N,14,gemini-2.5-flash,27
N,14,gemini-2.5-flash,28
N,14,gemini-2.5-flash,29
N,16,gemini-2.5-flash,0
N,16,gemini-2.5-flash,1
N,16,gemini-2.5-flash,2
N,16,gemini-2.5-flash,3
N,16,gemini-2.5-flash,4
N,16,gemini-2.5-flash,5
N,16,gemini-2.5-flash,6
N,16,gemini-2.5-flash,7
N,16,gemini-2.5-flash,8
N,16,gemini-2.5-flash,9
N,16,gemini-2.5-flash,10
N,16,gemini-2.5-flash,11
N,16,gemini-2.5-flash,12
N,16,gemini-2.5-flash,13
N,16,gemini-2.5-flash,14
N,16,gemini-2.5-flash,15
N,16,gemini-2.5-flash,16
N,16,gemini-2.5-flash,17
N,16,gemini-2.5-flash,18
N,16,gemini-2.5-flash,19
N,16,gemini-2.5-flash,20
N,16,gemini-2.5-flash,21
N,16,gemini-2.5-flash,22
N,16,gemini-2.5-flash,23
N,16,gemini-2.5-flash,24
N,16,gemini-2.5-flash,25
N,16,gemini-2.5-flash,26
N,16,gemini-2.5-flash,27
N,16,gemini-2.5-flash,28
N,16,gemini-2.5-flash,29
N,18,gemini-2.5-flash,0
N,18,gemini-2.5-flash,1
N,18,gemini-2.5-flash,2
N,18,gemini-2.5-flash,3
N,18,gemini-2.5-flash,4
N,18,gemini-2.5-flash,5
N,18,gemini-2.5-flash,6
N,18,gemini-2.5-flash,7
N,18,gemini-2.5-flash,8
N,18,gemini-2.5-flash,9
N,18,gemini-2.5-flash,10
N,18,gemini-2.5-flash,11
N,18,gemini-2.5-flash,12
N,18,gemini-2.5-flash,13
N,18,gemini-2.5-flash,14
N,18,gemini-2.5-flash,15
N,18,gemini-2.5-flash,16
N,18,gemini-2.5-flash,17
N,18,gemini-2.5-flash,18
N,18,gemini-2.5-flash,19
N,18,gemini-2.5-flash,20
N,18,gemini-2.5-flash,21
N,18,gemini-2.5-flash,22
N,18,gemini-2.5-flash,23
N,18,gemini-2.5-flash,24
N,18,gemini-2.5-flash,25
N,18,gemini-2.5-flash,26
N,18,gemini-2.5-flash,27
N,18,gemini-2.5-flash,28
N,18,gemini-2.5-flash,29
N,20,gemini-2.5-flash,0
N,20,gemini-2.5-flash,1
N,20,gemini-2.5-flash,2
N,20,gemini-2.5-flash,3
N,20,gemini-2.5-flash,4
N,20,gemini-2.5-flash,5
N,20,gemini-2.5-flash,6
N,20,gemini-2.5-flash,7
N,20,gemini-2.5-flash,8
N,20,gemini-2.5-flash,9
N,20,gemini-2.5-flash,10
N,20,gemini-2.5-flash,11
N,20,gemini-2.5-flash,12
N,20,gemini-2.5-flash,13
N,20,gemini-2.5-flash,14
N,20,gemini-2.5-flash,15
N,20,gemini-2.5-flash,16
N,20,gemini-2.5-flash,17
N,20,gemini-2.5-flash,18
N,20,gemini-2.5-flash,19
N,20,gemini-2.5-flash,20
N,20,gemini-2.5-flash,21
N,20,gemini-2.5-flash,22
N,20,gemini-2.5-flash,23
N,20,gemini-2.5-flash,24
N,20,gemini-2.5-flash,25
N,20,gemini-2.5-flash,26
N,20,gemini-2.5-flash,27
N,20,gemini-2.5-flash,28
N,20,gemini-2.5-flash,29
N,22,gemini-2.5-flash,0
N,22,gemini-2.5-flash,1
N,22,gemini-2.5-flash,2
N,22,gemini-2.5-flash,3
N,22,gemini-2.5-flash,4
N,22,gemini-2.5-flash,5
N,22,gemini-2.5-flash,6
N,22,gemini-2.5-flash,7
N,22,gemini-2.5-flash,8
N,22,gemini-2.5-flash,9
N,22,gemini-2.5-flash,10
N,22,gemini-2.5-flash,11
N,22,gemini-2.5-flash,12
N,22,gemini-2.5-flash,13
N,22,gemini-2.5-flash,14
N,22,gemini-2.5-flash,15
N,22,gemini-2.5-flash,16
N,22,gemini-2.5-flash,17
N,22,gemini-2.5-flash,18
N,22,gemini-2.5-flash,19
N,22,gemini-2.5-flash,20
N,22,gemini-2.5-flash,21
N,22,gemini-2.5-flash,22
N,22,gemini-2.5-flash,23
N,22,gemini-2.5-flash,24
N,22,gemini-2.5-flash,25
N,22,gemini-2.5-flash,26
N,22,gemini-2.5-flash,27
N,22,gemini-2.5-flash,28
N,22,gemini-2.5-flash,29
N,24,gemini-2.5-flash,0
N,24,gemini-2.5-flash,1
N,24,gemini-2.5-flash,2
N,24,gemini-2.5-flash,3
N,24,gemini-2.5-flash,4
N,24,gemini-2.5-flash,5
N,24,gemini-2.5-flash,6
N,24,gemini-2.5-flash,7
N,24,gemini-2.5-flash,8
N,24,gemini-2.5-flash,9
N,24,gemini-2.5-flash,10
N,24,gemini-2.5-flash,11
N,24,gemini-2.5-flash,12
N,24,gemini-2.5-flash,13
N,24,gemini-2.5-flash,14
N,24,gemini-2.5-flash,15
N,24,gemini-2.5-flash,16
N,24,gemini-2.5-flash,17
N,24,gemini-2.5-flash,18
N,24,gemini-2.5-flash,19
N,24,gemini-2.5-flash,20
N,24,gemini-2.5-flash,21
N,24,gemini-2.5-flash,22
N,24,gemini-2.5-flash,23
N,24,gemini-2.5-flash,24
N,24,gemini-2.5-flash,25
N,24,gemini-2.5-flash,26
N,24,gemini-2.5-flash,27
N,24,gemini-2.5-flash,28
N,24,gemini-2.5-flash,29
N,26,gemini-2.5-flash,0
N,26,gemini-2.5-flash,1
N,26,gemini-2.5-flash,2
N,26,gemini-2.5-flash,3
N,26,gemini-2.5-flash,4
N,26,gemini-2.5-flash,5
N,26,gemini-2.5-flash,6
N,26,gemini-2.5-flash,7
N,26,gemini-2.5-flash,8
N,26,gemini-2.5-flash,9
N,26,gemini-2.5-flash,10
N,26,gemini-2.5-flash,11
N,26,gemini-2.5-flash,12
N,26,gemini-2.5-flash,13
N,26,gemini-2.5-flash,14
N,26,gemini-2.5-flash,15
N,26,gemini-2.5-flash,16
N,26,gemini-2.5-flash,17
N,26,gemini-2.5-flash,18
N,26,gemini-2.5-flash,19
N,26,gemini-2.5-flash,20
N,26,gemini-2.5-flash,21
N,26,gemini-2.5-flash,22
N,26,gemini-2.5-flash,23
N,26,gemini-2.5-flash,24
N,26,gemini-2.5-flash,25
N,26,gemini-2.5-flash,26
N,26,gemini-2.5-flash,27
N,26,gemini-2.5-flash,28
N,26,gemini-2.5-flash,29
N,28,gemini-2.5-flash,0
N,28,gemini-2.5-flash,1
N,28,gemini-2.5-flash,2
N,28,gemini-2.5-flash,3
N,28,gemini-2.5-flash,4
N,28,gemini-2.5-flash,5
N,28,gemini-2.5-flash,6
N,28,gemini-2.5-flash,7
N,28,gemini-2.5-flash,8
N,28,gemini-2.5-flash,9
N,28,gemini-2.5-flash,10
N,28,gemini-2.5-flash,11
N,28,gemini-2.5-flash,12
N,28,gemini-2.5-flash,13
N,28,gemini-2.5-flash,14
N,28,gemini-2.5-flash,15
N,28,gemini-2.5-flash,16
N,28,gemini-2.5-flash,17
N,28,gemini-2.5-flash,18
N,28,gemini-2.5-flash,19
N,28,gemini-2.5-flash,20
N,28,gemini-2.5-flash,21
N,28,gemini-2.5-flash,22
N,28,gemini-2.5-flash,23
N,28,gemini-2.5-flash,24
N,28,gemini-2.5-flash,25
N,28,gemini-2.5-flash,26
N,28,gemini-2.5-flash,27
N,28,gemini-2.5-flash,28
N,28,gemini-2.5-flash,29
N,30,gemini-2.5-flash,0
N,30,gemini-2.5-flash,1
N,30,gemini-2.5-flash,2
N,30,gemini-2.5-flash,3
N,30,gemini-2.5-flash,4
N,30,gemini-2.5-flash,5
N,30,gemini-2.5-flash,6
N,30,gemini-2.5-flash,7
N,30,gemini-2.5-flash,8
N,30,gemini-2.5-flash,9
N,30,gemini-2.5-flash,10
N,30,gemini-2.5-flash,11
N,30,gemini-2.5-flash,12
N,30,gemini-2.5-flash,13
I cannot determine this,30,gemini-2.5-flash,14
N,30,gemini-2.5-flash,15
N,30,gemini-2.5-flash,16
N,30,gemini-2.5-flash,17
N,30,gemini-2.5-flash,18
